id,type,model,status,date,front,oblast,raion,town,lat,lon,tags
184,Tanks,T-72B,Captured,2022-04-07,East Ukraine,Donetsk oblast,,,,,-937
186,Tanks,T-72B,Captured,2022-04-19,,,,,,,-937
190,Tanks,T-72B,Captured,2022-03-04,North Ukraine,Chernihiv oblast,Nizhyn raion,,,,"-948,-957"
194,Tanks,T-72B Obr. 1989,Destroyed,2022-02-26,North Ukraine,Chernihiv oblast,Chernihiv raion,Chernihiv,51.52994715495494,31.317462261268545,"-941,-947,-957"
196,Tanks,T-72B Obr. 1989,Destroyed,2022-03-17,North Ukraine,Chernihiv oblast,Chernihiv raion,Kolychivka,51.419489,31.307375,-941
197,Tanks,T-72B Obr. 1989,Destroyed,2022-03-19,North Ukraine,Kyiv oblast,Bucha raion,Buzova,50.43003,30.02272,-938
199,Tanks,T-72B Obr. 1989,Destroyed,2022-03-08,East Ukraine,Zaporizhzhia oblast,Polohy raion,Kopani ,47.473111,35.722992,-937
200,Tanks,T-72B Obr. 1989,Destroyed,2022-03-28,North Ukraine,Kyiv oblast,Brovary raion,Ploske,50.544694278558445,31.092217560419662,-941
201,Tanks,T-72B Obr. 1989,Destroyed,2022-03-28,North Ukraine,Kyiv oblast,Brovary raion,Ploske,50.54470876663385,31.092045899047267,-941
202,Tanks,T-72B Obr. 1989,Destroyed,2022-04-02,North Ukraine,Kyiv oblast,Brovary raion,Velyka Dymerka,50.595929,30.851333,
203,Tanks,T-72BA,Destroyed,2022-04-02,North Ukraine,Chernihiv oblast,Nizhyn raion,Shniakivka,50.71598,31.9321,-947
204,Tanks,T-72B Obr. 1989,Destroyed,2022-03-28,North Ukraine,Kyiv oblast,Bucha raion,Hostomel airport,50.59163,30.21529,-938
205,Tanks,T-72B Obr. 1989,Destroyed,2022-03-31,North Ukraine,Kyiv oblast,Bucha raion,Dmytrivka ,50.464,30.18235,"-941,-938"
206,Tanks,T-72B Obr. 1989,Destroyed,2022-03-31,North Ukraine,Kyiv oblast,Bucha raion,Dmytrivka ,50.46427,30.18218,"-941,-938"
207,Tanks,T-72B Obr. 1989,Destroyed,2022-03-28,North Ukraine,Kyiv oblast,Bucha raion,Dmytrivka ,50.45932630671761,30.18255197848373,"-941,-938"
208,Tanks,T-72B Obr. 1989,Destroyed,2022-03-01,South Ukraine,Kherson oblast,Kherson raion,Kherson airport ,46.674128,32.507581,-941
215,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-15,East Ukraine,Kharkiv oblast,Izium raion,Kamianka,49.13258,37.28557,-937
216,Tanks,T-72B Obr. 1989,Destroyed,2022-04-07,,,,,,,
217,Tanks,T-72B Obr. 1989,Destroyed,2022-02-25,North Ukraine,Chernihiv oblast,Chernihiv raion,Polubotky,51.57414,31.24478,-941
219,Tanks,T-72B Obr. 1989,Destroyed,2022-04-07,North Ukraine,Chernihiv oblast,Nizhyn raion,,,,"-941,-947"
220,Tanks,T-72B Obr. 1989,Destroyed,2022-04-02,East Ukraine,Donetsk oblast,Pokrovsk raion,Verkhnotoretske,48.209886,37.895495,"-941,-944"
221,Tanks,T-72B Obr. 1989,Destroyed,2022-04-25,East Ukraine,Kharkiv oblast,Izium raion,Dovhenke,49.020103,37.312543,-941
222,Tanks,T-72B Obr. 1989,Destroyed,2022-04-10,East Ukraine,Kharkiv oblast,Kharkiv raion,Biskvitne,49.944984,36.504372,"-941,-948"
223,Tanks,T-72B Obr. 1989,Destroyed,2022-05-12,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.95113,38.22679,
224,Tanks,T-72BA,Damaged,2022-03-17,East Ukraine,Kharkiv oblast,Izium raion,Kapytolivka,49.195479,37.339567,"-937,-931"
229,Tanks,T-72BA,Captured,2022-03-20,North Ukraine,Chernihiv oblast,Pryluky raion,Dorohynka,,,"-947,-956"
230,Tanks,T-72B Obr. 1989,Captured,2022-04-01,North Ukraine,Sumy oblast,Konotop raion,Velykyi Sambir,51.04375,33.13134,"-947,-948,-929,-956"
231,Tanks,T-72B Obr. 1989,Captured,2022-04-12,,,,,,,-937
233,Tanks,T-72B Obr. 1989,Captured,2022-02-26,North Ukraine,Chernihiv oblast,Chernihiv raion,Chernihiv,51.52802,31.3362,-947
234,Tanks,T-72B Obr. 1989,Captured,2022-03-16,South Ukraine,Mykolaiv oblast,,,,,"-937,-957"
235,Tanks,T-72B Obr. 1989,Captured,2022-03-17,North Ukraine,Chernihiv oblast,Nizhyn raion,,,,"-947,-948"
236,Tanks,T-72B Obr. 1989,Destroyed,2022-03-22,East Ukraine,Kharkiv oblast,Izium raion,Petrivske,49.15671,36.89228,"-937,-931"
237,Tanks,T-72B3,Captured,2022-03-28,East Ukraine,Kharkiv oblast,Kharkiv raion,,,,-937
240,Tanks,T-72B Obr. 1989,Captured,2022-03-31,North Ukraine,Kyiv oblast,Bucha raion,Dmytrivka ,50.45512,30.17904,"-938,-956"
241,Tanks,T-72B Obr. 1989,Captured,2022-03-31,East Ukraine,Kharkiv oblast,Kharkiv raion,Mala Rohan,,,-937
242,Tanks,T-72BA,Captured,2022-04-01,North Ukraine,Chernihiv oblast,Nizhyn raion,Velyka Doroha,50.87782,32.01059,"-947,-948"
244,Tanks,T-72B Obr. 1989,Captured,2022-04-04,North Ukraine,Kyiv oblast,Brovary raion,Zalissia,50.60608,30.85439,
248,Tanks,T-72B Obr. 1989,Captured,2022-04-09,North Ukraine,Kyiv oblast,Brovary raion,Bohdanivka,50.61914,30.95017,"-947,-948"
249,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-24,North Ukraine,Sumy oblast,Sumy raion,Moskovskyi Bobryk,50.446526,34.374935,
251,Tanks,T-72BA,Captured,2022-04-07,North Ukraine,Chernihiv oblast,,,,,-947
253,Tanks,T-72BA,Captured,2022-05-01,East Ukraine,Kharkiv oblast,,,,,
254,Tanks,T-72B3 Obr. 2016,Captured,2022-02-28,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,,,
255,Tanks,T-72B3,Destroyed,2022-04-01,North Ukraine,Kyiv oblast,Brovary raion,Pershe Travnia,50.49462705466441,31.18585442545921,-941
256,Tanks,T-72B3,Destroyed,2022-03-11,North Ukraine,Kyiv oblast,,,,,
257,Tanks,T-72B Obr. 1989,Destroyed,2022-02-28,North Ukraine,Chernihiv oblast,Koriukivka raion,Makoshyne,51.462177,32.296202,-941
259,Tanks,T-72B3,Destroyed,2022-03-17,North Ukraine,Chernihiv oblast,Pryluky raion,,,,-941
260,Tanks,T-72B3,Destroyed,2022-03-20,South Ukraine,Mykolaiv oblast,Bashtanka raion,Katerynivka,47.4199,32.16198,"-941,-937"
261,Tanks,T-72B3,Destroyed,2022-03-22,North Ukraine,Kyiv oblast,Bucha raion,Kalynivka,50.41803,29.83481,"-941,-938"
262,Tanks,T-72B3,Destroyed,2022-03-22,North Ukraine,Kyiv oblast,Bucha raion,Kalynivka,50.41803,29.83481,-938
264,Tanks,T-72B Obr. 1989,Destroyed,2022-03-21,North Ukraine,Kyiv oblast,Bucha raion,Berezivka,50.42904,30.01757,"-941,-938"
265,Tanks,T-72B3,Destroyed,2022-03-24,North Ukraine,Kyiv oblast,Brovary raion,Lukianivka,50.49162,31.37888,"-941,-947"
267,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-25,North Ukraine,Sumy oblast,Sumy raion,Vorozhba ,50.70864744582641,34.641297896976816,-941
270,Tanks,T-72B3,Destroyed,2022-03-30,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoandriivka,47.53285,35.74803,"-941,-957"
271,Tanks,T-72B3,Destroyed,2022-03-29,East Ukraine,Kharkiv oblast,Kharkiv raion,Mala Rohan,49.933439,36.488962,-941
272,Tanks,T-72B3,Destroyed,2022-03-23,East Ukraine,Donetsk oblast,Volnovakha raion,Volodymyrivka,47.759102,37.408624,"-941,-937"
273,Tanks,T-72B3,Destroyed,2022-03-21,North Ukraine,Chernihiv oblast,Chernihiv raion,Sloboda ,51.33499,31.3725,-947
274,Tanks,T-72B3,Destroyed,2022-03-29,East Ukraine,Kharkiv oblast,Kharkiv raion,Biskvitne,49.94525,36.503972,-937
276,Tanks,T-72B3,Destroyed,2022-04-01,North Ukraine,Chernihiv oblast,Nizhyn raion,Velyka Doroha,50.87391,32.01166,"-941,-947"
277,Tanks,T-72B3,Destroyed,2022-03-22,North Ukraine,Chernihiv oblast,Chernihiv raion,Viktorivka,51.29427,31.40648,
278,Tanks,T-72B3,Destroyed,2022-04-01,East Ukraine,Kharkiv oblast,Kharkiv raion,Mala Rohan,49.92239,36.4824,-941
279,Tanks,T-72B3,Captured,2022-03-31,North Ukraine,Kyiv oblast,Brovary raion,Peremoha ,50.49767,31.30723,"-947,-956"
280,Tanks,T-72B3,Destroyed,2022-04-03,North Ukraine,Chernihiv oblast,Nizhyn raion,Tereshkivka,50.711,31.89828,-941
281,Tanks,T-72B3,Destroyed,2022-04-04,East Ukraine,Kharkiv oblast,Izium raion,Husarivka ,49.36268,36.80552,"-941,-937,-931"
282,Tanks,T-72B3,Destroyed,2022-04-07,North Ukraine,Chernihiv oblast,Chernihiv raion,Ivanivka,51.36527,31.28675,-947
283,Tanks,T-72B3,Destroyed,2022-04-04,South Ukraine,Kherson oblast,Kherson raion,Pravdyne,46.751545,32.165298,-937
284,Tanks,T-72B3,Destroyed,2022-03-20,East Ukraine,Kharkiv oblast,Kharkiv raion,Mala Rohan,49.92116667150115,36.48208329615342,"-941,-948"
286,Tanks,T-72B3,Destroyed,2022-04-13,East Ukraine,Kharkiv oblast,Kharkiv raion,Verkhnia Rohanka,50.018203,36.537496,"-941,-937,-931"
287,Tanks,T-72B3,Destroyed,2022-04-11,,,,,,,-941
288,Tanks,T-72B3,Destroyed,2022-04-06,North Ukraine,Kyiv oblast,Bucha raion,Kopyliv,50.41888,29.86076,-938
290,Tanks,T-72B3,Destroyed,2022-03-23,East Ukraine,Kharkiv oblast,Izium raion,Husarivka ,49.362448,36.801988,"-941,-944"
294,Tanks,T-72B3,Destroyed,2022-04-14,East Ukraine,Donetsk oblast,Kramatorsk raion,Terny,49.081303,37.953815,"-941,-947"
296,Tanks,T-72B3 Obr. 2016,Destroyed,2022-05-03,East Ukraine,Donetsk oblast,Kramatorsk raion,Oleksandrivka ,49.110442,37.583402,-941
297,Tanks,T-72B Obr. 1989,Destroyed,2022-05-05,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.96259,37.53328,-941
298,Tanks,Unknown tank,Destroyed,2022-05-06,East Ukraine,Donetsk oblast,Kalmius raion,Novoazovsk,47.123716,38.0583719,-941
299,Tanks,T-72B3,Destroyed,2022-05-11,East Ukraine,Kharkiv oblast,Izium raion,,,,
300,Tanks,T-72B3,Destroyed,2022-04-07,North Ukraine,Kyiv oblast,Brovary raion,Peremoha ,50.49552,31.20188,-941
301,Tanks,T-72B3,Destroyed,2022-05-15,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,,,"-941,-937"
302,Tanks,T-72B3,Destroyed,2022-05-09,East Ukraine,Kharkiv oblast,Kharkiv raion,Cherkaski Tyshky,50.110173,36.409427,-941
303,Tanks,Unknown tank,Destroyed,2022-05-14,East Ukraine,Kharkiv oblast,Izium raion,,,,"-941,-944"
304,Tanks,T-72B3,Destroyed,2022-05-16,South Ukraine,Mykolaiv oblast,Mykolaiv raion,Liubomyrivka,46.896348,32.401886,-941
307,Tanks,T-72B Obr. 1989,Destroyed,2022-05-11,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.95094,38.22674,-939
308,Tanks,T-72B Obr. 1989,Destroyed,2022-05-13,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.95053,38.2266,"-947,-929,-939"
309,Tanks,T-72B3,Destroyed,2022-03-13,East Ukraine,Kharkiv oblast,Bohodukhiv raion,Chornohlazivka,50.257029,36.037019,-941
310,Tanks,T-72B3,Destroyed,2022-03-31,East Ukraine,Kharkiv oblast,Izium raion,Kamianka,,,"-941,-937"
311,Tanks,T-72B3,Destroyed,2022-04-06,East Ukraine,Zaporizhzhia oblast,Polohy raion,Malynivka,47.65359,36.4747,"-941,-957"
312,Tanks,T-72B Obr. 1989,Damaged,2022-02-25,East Ukraine,Zaporizhzhia oblast,Polohy raion,Tokmak,47.262945,35.710239,-957
315,Tanks,T-72B3,Captured,2022-03-03,South Ukraine,Mykolaiv oblast,Mykolaiv raion,Kalynivka ,47.033941,32.217928,"-937,-957"
318,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-25,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.97946187096264,37.55336075932894,"-941,-937,-957"
319,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-25,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.979413995514136,37.55331842630589,"-941,-937,-957"
320,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-25,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.97934980215491,37.55325913934964,"-937,-957"
322,Tanks,T-72B3 Obr. 2016,Abandoned,2022-03-21,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.979577,37.552897,"-937,-957,-956"
326,Tanks,T-72B3,Captured,2022-04-28,East Ukraine,Luhansk oblast,,,,,"-947,-929,-956"
327,Tanks,T-72B3,Captured,2022-03-04,South Ukraine,Mykolaiv oblast,,,,,"-937,-957"
330,Tanks,T-72B3,Captured,2022-03-04,North Ukraine,Kyiv oblast,Bucha raion,Kolonshchyna,50.4245,29.93696,"-938,-948"
332,Tanks,T-72B3,Captured,2022-03-08,South Ukraine,Mykolaiv oblast,,,,,-937
337,Tanks,T-72B3,Captured,2022-03-25,East Ukraine,Zaporizhzhia oblast,Polohy raion,Malynivka,,,-937
339,Tanks,T-72B3,Captured,2022-03-25,North Ukraine,Kyiv oblast,Brovary raion,Lukianivka,50.49253,31.37637,
340,Tanks,T-72B3,Captured,2022-03-16,,,,,,,-937
341,Tanks,T-72B3,Captured,2022-03-27,North Ukraine,Kyiv oblast,Brovary raion,Lukianivka,,,-947
342,Tanks,T-72B3,Captured,2022-03-24,North Ukraine,Kyiv oblast,Brovary raion,Lukianivka,50.49177,31.37807,-947
344,Tanks,T-72B3,Captured,2022-03-28,East Ukraine,Kharkiv oblast,Kharkiv raion,Rohan,49.920564,36.481741,
345,Tanks,T-72B3,Captured,2022-03-28,East Ukraine,Kharkiv oblast,Kharkiv raion,Mala Rohan,49.92283532672501,36.48252565854266,
349,Tanks,T-72B3,Captured,2022-03-31,North Ukraine,Kyiv oblast,Brovary raion,Lukianivka,50.53313,31.3848,"-947,-956"
351,Tanks,T-72B3,Captured,2022-04-01,North Ukraine,Chernihiv oblast,Nizhyn raion,Makiivka,50.68113,31.83841,
352,Tanks,T-72B3,Captured,2022-04-01,North Ukraine,Chernihiv oblast,Nizhyn raion,Nova Basan,50.5518,31.45215,"-937,-947"
353,Tanks,T-72B3,Captured,2022-04-02,East Ukraine,Donetsk oblast,Volnovakha raion,Velyka Novosilka,47.81765,36.90488,"-937,-948"
354,Tanks,T-72B3 Obr. 2016,Captured,2022-04-02,East Ukraine,Donetsk oblast,Volnovakha raion,Velyka Novosilka,47.8177,36.90504,"-937,-948,-956"
355,Infantry fighting vehicles,BTR-82A(M),Destroyed,2022-04-02,East Ukraine,Donetsk oblast,Volnovakha raion,Velyka Novosilka,47.81774,36.90498,"-941,-937"
357,Tanks,T-72B3,Captured,2022-03-28,East Ukraine,Kharkiv oblast,Kharkiv raion,Mala Rohan,49.934253,36.482682,-937
358,Tanks,T-72B3,Captured,2022-04-04,North Ukraine,Chernihiv oblast,,,,,"-947,-948"
359,Tanks,T-72B3,Captured,2022-03-27,North Ukraine,Chernihiv oblast,Nizhyn raion,,,,"-947,-956"
360,Tanks,T-72B3,Captured,2022-04-05,North Ukraine,Chernihiv oblast,Chernihiv raion,Burivka,,,
361,Tanks,T-72B3,Captured,2022-03-23,East Ukraine,Kharkiv oblast,Izium raion,Kamianka dam,,,"-937,-956,-931"
362,Tanks,T-72B3,Destroyed,2022-03-17,East Ukraine,Kharkiv oblast,Izium raion,Kamianka,49.10721,37.2837,"-937,-931"
364,Tanks,T-72B3,Captured,2022-04-17,East Ukraine,Kharkiv oblast,Kharkiv raion,Rohan,,,"-937,-931"
365,Tanks,T-72B3,Captured,2022-02-25,North Ukraine,Chernihiv oblast,Chernihiv raion,Polubotky,51.57423,31.24443,"-947,-956"
369,Tanks,T-72B3,Captured,2022-05-07,East Ukraine,Kharkiv oblast,Kharkiv raion,Verkhnia Rohanka,,,"-937,-956,-931"
370,Tanks,T-72B3,Captured,2022-05-07,East Ukraine,Kharkiv oblast,Chuhuiv raion,Shestakove,,,"-937,-931"
371,Tanks,T-72B3,Captured,2022-05-06,East Ukraine,Kharkiv oblast,Kharkiv raion,Momotove,50.074083,36.436363,-937
372,Tanks,T-72B3,Captured,2022-05-12,East Ukraine,Kharkiv oblast,Kharkiv raion,Verkhnia Rohanka,50.04371,36.56514,"-937,-956,-931"
373,Tanks,T-72B3,Captured,2022-05-17,East Ukraine,Kharkiv oblast,,,,,-937
374,Tanks,T-72B Obr. 1989,Captured,2022-03-31,North Ukraine,Chernihiv oblast,,,,,"-947,-929"
375,Tanks,T-72B3 Obr. 2016,Destroyed,2022-02-27,North Ukraine,Sumy oblast,Sumy raion,Kamiane ,50.45374,34.3029,-941
376,Tanks,T-72B3 Obr. 2016,Destroyed,2022-02-27,North Ukraine,Chernihiv oblast,Pryluky raion,Milky,50.62619,32.60686,-948
377,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-12,East Ukraine,Donetsk oblast,Mariupol raion,Mariupol,47.108121,37.508883,"-941,-948"
378,Tanks,T-72B3 Obr. 2016,Destroyed,2022-02-28,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,,,-941
379,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-28,North Ukraine,Kyiv oblast,Brovary raion,Pershe Travnia,50.4949568369726,31.18737903519857,"-941,-944"
381,Tanks,T-72B3 Obr. 2016,Destroyed,2022-02-28,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,,,
385,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-07,East Ukraine,Donetsk oblast,Mariupol raion,Mariupol,47.08424,37.48911,"-941,-937,-957"
386,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-06,North Ukraine,Sumy oblast,Sumy raion,Pysarivka,51.07667,34.867093,-941
388,Tanks,T-72BA,Destroyed,2022-02-27,North Ukraine,Sumy oblast,Konotop raion,Sarnavshchyna,,,-941
390,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-09,South Ukraine,Mykolaiv oblast,Voznesensk raion,Voznesensk,47.54299,31.37517,"-937,-957"
393,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-09,East Ukraine,Donetsk oblast,Volnovakha raion,Zavitne Bazhannia,47.72369,36.80977,"-941,-948"
397,Tanks,T-72B3 Obr. 2016,Destroyed,2022-02-27,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,50.63206,32.61654,-941
398,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-19,East Ukraine,Donetsk oblast,Mariupol raion,Mariupol,47.116891,37.520008,"-941,-948"
399,Tanks,T-72B3 Obr. 2016,Damaged,2022-03-19,East Ukraine,Donetsk oblast,Mariupol raion,Mariupol,47.117213,37.517053,"-937,-929"
400,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-20,East Ukraine,Donetsk oblast,Mariupol raion,Mariupol,47.10671,37.53071,"-937,-929"
401,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-23,North Ukraine,Chernihiv oblast,,,,,"-941,-944"
404,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-24,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Popasna,48.64171,38.41806,"-941,-937"
405,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-30,East Ukraine,Donetsk oblast,Mariupol raion,Mariupol,47.10119939264391,37.546875283045296,"-937,-948,-929"
406,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-30,North Ukraine,Kyiv oblast,Bucha raion,Dmytrivka ,50.46374,30.18228,"-941,-938"
407,Tanks,T-72B3 Obr. 2016,Captured,2022-03-31,North Ukraine,Sumy oblast,Sumy raion,Kamiane ,50.454053,34.301652,"-948,-956,-939"
408,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-25,North Ukraine,Chernihiv oblast,Chernihiv raion,Desnianka,51.55921,31.21573,"-941,-944,-947"
409,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-05,North Ukraine,Sumy oblast,Sumy raion,Krasnopillia,50.78766,35.2215,-941
410,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-05,North Ukraine,Sumy oblast,Sumy raion,Krasnopillia,50.78765,35.22137,-941
411,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-09,North Ukraine,Chernihiv oblast,Pryluky raion,Krupychpole,50.96322,32.41698,-941
413,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-25,East Ukraine,Donetsk oblast,Mariupol raion,Mariupol,47.0958,37.55757,"-937,-929"
414,Tanks,T-72B3 Obr. 2016,Destroyed,2022-05-06,East Ukraine,Kharkiv oblast,,,,,"-941,-937"
415,Tanks,T-72B3,Destroyed,2022-05-04,South Ukraine,Kherson oblast,Kherson raion,Tavriiske,46.744503349939606,32.14100927948862,-941
416,Infantry fighting vehicles,BMP-3,Damaged,2022-05-06,South Ukraine,Kherson oblast,Kherson raion,Pravdyne,,,
417,Infantry fighting vehicles,BMD-2,Damaged,2022-05-06,South Ukraine,Kherson oblast,Kherson raion,Pravdyne,,,
418,Tanks,T-72B3 Obr. 2016,Destroyed,2022-05-05,East Ukraine,Kharkiv oblast,Izium raion,Nova Dmytrivka,48.993889,37.165556,-941
420,Tanks,T-72B3 Obr. 2016,Destroyed,2022-05-05,East Ukraine,Kharkiv oblast,Izium raion,Nova Dmytrivka,48.99224532,37.16545699,"-941,-937"
423,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-19,East Ukraine,Donetsk oblast,Kramatorsk raion,Nove,49.16452,37.82513,"-937,-938"
424,Tanks,T-72B3 Obr. 2016,Captured,2022-02-27,North Ukraine,Chernihiv oblast,Pryluky raion,Sribne,50.6755,32.8871,
425,Tanks,T-72B3 Obr. 2016,Captured,2022-02-28,North Ukraine,Sumy oblast,Sumy raion,Krasnopillia,50.787528,35.221833,
429,Tanks,T-72B3 Obr. 2016,Destroyed,2022-04-09,North Ukraine,Chernihiv oblast,Pryluky raion,Martynivka,50.99429,32.65129,"-941,-948"
431,Tanks,T-72B3 Obr. 2016,Captured,2022-05-05,East Ukraine,Kharkiv oblast,Izium raion,Nova Dmytrivka,48.9933,37.16004,"-937,-956"
432,Tanks,T-72B3 Obr. 2016,Captured,2022-05-08,East Ukraine,Kharkiv oblast,Izium raion,,,,-937
434,Tanks,T-72B3 Obr. 2016,Captured,2022-02-28,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,50.64944,32.66498,
435,Tanks,T-72B3 Obr. 2016,Captured,2022-02-28,North Ukraine,Sumy oblast,Romny raion,Vilshana,50.820981,34.017983,-956
436,Tanks,T-72B3 Obr. 2016,Captured,2022-03-01,North Ukraine,Sumy oblast,Sumy raion,Stinka,50.82691,35.00463,
438,Tanks,T-72B3 Obr. 2016,Captured,2022-02-27,North Ukraine,Chernihiv oblast,Pryluky raion,Milky,50.62593,32.60667,"-947,-948"
439,Tanks,T-72B3,Captured,2022-03-02,East Ukraine,Zaporizhzhia oblast,,,,,"-937,-948,-957"
440,Tanks,T-72B3 Obr. 2016,Captured,2022-02-27,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,50.653418,32.665613,
441,Tanks,T-72B3 Obr. 2016,Captured,2022-02-27,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,50.65131,32.65368,
442,Tanks,T-72B3 Obr. 2016,Captured,2022-03-03,North Ukraine,Sumy oblast,Sumy raion,Verkhnia Syrovatka,,,
443,Tanks,T-72B3 Obr. 2016,Captured,2022-03-04,South Ukraine,Mykolaiv oblast,,,,,"-937,-948,-929"
444,Tanks,T-72B3 Obr. 2016,Captured,2022-02-28,North Ukraine,Chernihiv oblast,Pryluky raion,Perevolochna,50.64962,32.66489,
446,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-06,South Ukraine,Mykolaiv oblast,Voznesensk raion,Voznesensk,47.54361,31.37138,-957
447,Tanks,T-72B3 Obr. 2016,Captured,2022-03-06,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,,,
454,Tanks,T-72B3 Obr. 2016,Captured,2022-03-06,South Ukraine,Mykolaiv oblast,Voznesensk raion,Voznesensk,47.54246,31.37661,"-937,-957"
456,Tanks,T-72B3 Obr. 2016,Captured,2022-03-12,North Ukraine,Chernihiv oblast,Pryluky raion,Trostianets ,50.67052,32.84655,
457,Tanks,T-72B3 Obr. 2016,Captured,2022-03-14,North Ukraine,Sumy oblast,,,,,
459,Tanks,T-72B3 Obr. 2016,Captured,2022-03-14,North Ukraine,Chernihiv oblast,Pryluky raion,,,,
460,Tanks,T-72B3 Obr. 2016,Captured,2022-03-15,East Ukraine,Kharkiv oblast,Izium raion,Kamianka,,,
461,Tanks,T-72B3 Obr. 2016,Captured,2022-03-15,East Ukraine,Kharkiv oblast,Izium raion,Kamianka,,,
462,Tanks,T-72B3 Obr. 2016,Captured,2022-03-18,East Ukraine,Luhansk oblast,,,,,-937
463,Tanks,T-72B3 Obr. 2016,Captured,2022-03-13,North Ukraine,Sumy oblast,,,,,
464,Tanks,T-72B3 Obr. 2016,Captured,2022-03-27,South Ukraine,Mykolaiv oblast,,,,,
466,Tanks,T-72B3 Obr. 2016,Captured,2022-03-29,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,50.47731,34.92447,
467,Tanks,T-72B3 Obr. 2016,Captured,2022-03-29,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,,,
468,Infantry fighting vehicles,BMP-2(K),Captured,2022-03-29,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,,,
469,Tanks,T-72B3 Obr. 2016,Captured,2022-03-22,North Ukraine,Chernihiv oblast,Pryluky raion,Kolisnyky,50.69167,32.35991,
472,Tanks,T-72B3 Obr. 2016,Captured,2022-04-08,North Ukraine,Sumy oblast,,,,,
473,Tanks,T-72B3 Obr. 2016,Destroyed,2022-03-20,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.981723,37.546002,-937
474,Tanks,T-72B3 Obr. 2016,Captured,2022-03-31,North Ukraine,Sumy oblast,Sumy raion,Tokari ,50.903416,34.898986,
476,Tanks,T-72B3 Obr. 2016,Captured,2022-04-24,East Ukraine,Donetsk oblast,Volnovakha raion,Velyka Novosilka,,,"-937,-957,-929"
478,Tanks,T-72B3 Obr. 2016,Captured,2022-05-09,East Ukraine,Kharkiv oblast,Izium raion,,,,-937
479,Tanks,T-72B3 Obr. 2016,Captured,2022-05-10,East Ukraine,Kharkiv oblast,,,,,-937
481,Tanks,T-72B3 Obr. 2016,Captured,2022-05-05,East Ukraine,Donetsk oblast,,,,,-929
482,Tanks,T-72B3 Obr. 2016,Captured,2022-05-05,East Ukraine,Donetsk oblast,,,,,-929
484,Tanks,T-80BV,Destroyed,2022-02-28,North Ukraine,Sumy oblast,Okhtyrka raion,Velyka Pysarivka,50.393345,35.445481,-941
486,Tanks,T-80BV,Destroyed,2022-02-25,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,50.45074,34.95249,-941
487,Tanks,T-80BV,Destroyed,2022-03-16,North Ukraine,Kyiv oblast,Vyshhorod raion,Zirka,51.22657,29.42195,"-941,-944"
